Flow idx, Flow, jumps_raw min, jumps_raw 25, jumps_raw 50, jumps_raw 75, jumps_raw max, jumps_raw std, jumps min, jumps 25, jumps 50, jumps 75, jumps max, jumps std
     428,   O0,    -189,          1.00,          9.00,         16.00,     452,         16.67,    -192,         -3.00,          4.00,         11.00,     445,         16.14
     429,   A0,    -443,        -53.00,        -31.00,        -18.00,     209,         35.44,    -431,        -40.00,        -18.00,         -5.00,     220,         35.12
     430,   O0,    -308,         14.00,         27.00,         49.00,     438,         35.25,    -313,          5.00,         17.00,         39.00,     425,         35.00
     431,   G0,    -428,        -80.00,        -42.00,        -22.00,     166,         43.75,    -417,        -68.00,        -30.00,        -10.00,     176,         43.50
     432,   O0,    -175,         19.00,         41.00,         80.00,     458,         44.75,    -186,         11.00,         33.00,         71.00,     447,         44.53
     433,   T0,    -520,        -51.00,        -29.00,        -17.00,     182,         36.50,    -504,        -38.00,        -16.00,         -4.00,     199,         36.16
     434,   O0,    -484,         18.00,         33.00,         58.00,     483,         40.25,    -489,          7.00,         21.00,         46.00,     475,         39.94
     435,   C0,    -481,        -65.00,        -34.00,        -17.00,     639,         39.81,    -471,        -56.00,        -25.00,         -8.00,     649,         39.56
     436,   O0,    -302,         18.00,         37.00,         71.00,     468,         43.38,    -313,          9.00,         28.00,         62.00,     463,         43.19
     437,   A0,    -467,        -65.00,        -38.00,        -22.00,     223,         39.59,    -447,        -50.00,        -22.00,         -7.00,     246,         39.31
     438,   O0,    -349,         19.00,         35.00,         63.00,     472,         40.03,    -355,          7.00,         23.00,         51.00,     461,         39.78
     439,   G0,    -439,        -55.00,        -31.00,        -17.00,     280,         34.50,    -426,        -43.00,        -19.00,         -5.00,     296,         34.22
     440,   O0,    -303,         15.00,         30.00,         56.00,     414,         35.97,    -312,          7.00,         21.00,         47.00,     407,         35.69
     441,   C0,    -438,        -42.00,        -23.00,        -12.00,     291,         30.80,    -430,        -33.00,        -14.00,         -3.00,     300,         30.52
     442,   O0,    -284,         13.00,         26.00,         47.00,     496,         34.22,    -288,          5.00,         17.00,         39.00,     487,         33.97
     443,   A0,    -454,        -42.00,        -27.00,        -16.00,     306,         28.66,    -440,        -27.00,        -13.00,         -2.00,     326,         28.31
     444,   O0,    -339,         12.00,         23.00,         38.00,     478,         29.16,    -353,          3.00,         13.00,         28.00,     473,         28.88
     445,   B0,    -213,        -16.00,         -9.00,         -2.00,     176,         10.64,    -201,         -6.00,          0.00,          6.00,     196,          9.73
     446,   O0,    -572,          1.00,          8.00,         15.00,     287,         10.52,    -573,         -5.00,          2.00,          8.00,     287,          9.76
     447,   G0,    -365,        -34.00,        -22.00,        -12.00,     398,         24.19,    -357,        -22.00,        -10.00,         -1.00,     413,         23.73
     448,   O0,    -268,         10.00,         19.00,         32.00,     367,         24.73,    -281,          1.00,         10.00,         22.00,     364,         24.41
     449,   C0,    -400,        -25.00,        -15.00,         -7.00,     261,         21.91,    -394,        -17.00,         -7.00,          1.00,     265,         21.53
     450,   O0,    -250,          7.00,         16.00,         27.00,     432,         24.19,    -261,          0.00,          9.00,         20.00,     419,         23.84
     451,   T0,    -540,       -116.00,        -65.00,        -35.00,     272,         55.78,    -522,        -97.00,        -46.00,        -15.00,     279,         55.44
     452,   O0,    -467,         28.00,         60.00,        114.00,     516,         58.41,    -482,         16.00,         48.00,        102.00,     513,         58.12
     453,   A0,    -423,        -42.00,        -24.00,        -13.00,     456,         32.16,    -419,        -31.00,        -13.00,         -2.00,     462,         31.83
     454,   O0,    -169,         15.00,         27.00,         46.00,     414,         33.41,    -182,          4.00,         16.00,         34.00,     400,         33.16
     455,   T0,    -450,        -32.00,        -21.00,        -13.00,     270,         23.22,    -437,        -18.00,         -8.00,          1.00,     283,         22.77
     456,   O0,    -518,         13.00,         22.00,         34.00,     461,         25.50,    -533,          1.00,         10.00,         21.00,     454,         25.08
     457,   G0,    -424,        -63.00,        -35.00,        -19.00,     278,         37.22,    -409,        -51.00,        -23.00,         -7.00,     299,         36.91
     458,   O0,    -322,         15.00,         31.00,         59.00,     435,         37.22,    -332,          7.00,         23.00,         50.00,     423,         37.00
     459,   T0,    -461,        -30.00,        -19.00,        -11.00,     275,         22.69,    -441,        -17.00,         -7.00,          1.00,     282,         22.22
     460,   O0,    -157,         12.00,         22.00,         33.00,     466,         25.03,    -166,          1.00,         10.00,         21.00,     451,         24.59
     461,   C0,    -443,        -84.00,        -46.00,        -25.00,     151,         43.09,    -433,        -70.00,        -32.00,        -11.00,     166,         42.88
     462,   O0,    -278,         23.00,         46.00,         87.00,     476,         46.09,    -292,         12.00,         35.00,         75.00,     464,         45.91
     463,   A0,    -478,        -61.00,        -35.00,        -20.00,     377,         37.38,    -460,        -47.00,        -21.00,         -6.00,     390,         37.12
     464,   O0,    -251,         17.00,         32.00,         58.00,     438,         37.75,    -256,          7.00,         22.00,         48.00,     425,         37.50
     465,   G0,    -560,        -51.00,        -28.00,        -15.00,     422,         32.75,    -555,        -40.00,        -17.00,         -5.00,     433,         32.47
     466,   O0,    -173,         16.00,         30.00,         54.00,     410,         33.97,    -180,          6.00,         20.00,         44.00,     400,         33.72
     467,   T0,    -479,        -71.00,        -41.00,        -24.00,     504,         40.62,    -469,        -55.00,        -25.00,         -8.00,     520,         40.31
     468,   O0,    -236,         22.00,         42.00,         74.00,     491,         43.81,    -246,          9.00,         28.00,         61.00,     479,         43.53
     469,   G0,    -579,        -31.00,        -20.00,        -11.00,     257,         21.70,    -567,        -18.00,         -8.00,          0.00,     275,         21.28
     470,   O0,    -192,         11.00,         20.00,         32.00,     386,         22.73,    -208,          1.00,          9.00,         21.00,     379,         22.33
     471,   C0,    -454,        -72.00,        -39.00,        -20.00,     598,         39.56,    -443,        -60.00,        -28.00,         -9.00,     614,         39.31
     472,   O0,    -173,         19.00,         40.00,         75.00,     454,         43.00,    -180,         10.00,         31.00,         66.00,     447,         42.78
     473,   A0,    -640,        -65.00,        -38.00,        -21.00,     345,         38.25,    -624,        -51.00,        -23.00,         -7.00,     352,         37.97
     474,   O0,    -302,         17.00,         34.00,         62.00,     481,         38.72,    -309,          8.00,         24.00,         53.00,     473,         38.50
     475,   T0,    -472,        -60.00,        -35.00,        -21.00,     581,         36.59,    -458,        -45.00,        -20.00,         -6.00,     595,         36.28
     476,   O0,    -413,         23.00,         39.00,         67.00,     469,         40.19,    -430,          8.00,         24.00,         52.00,     454,         39.91
     477,   G0,    -393,        -62.00,        -35.00,        -19.00,     418,         34.94,    -381,        -50.00,        -23.00,         -7.00,     426,         34.69
     478,   O0,    -519,         17.00,         34.00,         61.00,     393,         35.66,    -533,          8.00,         24.00,         51.00,     381,         35.41
     479,   C0,    -425,        -61.00,        -34.00,        -18.00,     411,         35.47,    -411,        -50.00,        -23.00,         -7.00,     424,         35.25
     480,   O0,    -275,         16.00,         34.00,         65.00,     444,         39.12,    -275,          9.00,         27.00,         58.00,     438,         38.88
     481,   B0,    -197,        -13.00,         -6.00,          0.00,     169,         10.27,    -190,         -7.00,          0.00,          6.00,     176,          9.52
     482,   O0,    -365,         -1.00,          6.00,         12.00,     199,         10.41,    -360,         -5.00,          1.00,          7.00,     196,          9.68
     483,   X0,    -197,        -11.00,         -4.00,          2.00,     253,         10.27,    -194,         -8.00,         -2.00,          5.00,     263,          9.55
     484,   Z0,       0,          0.00,          0.00,          0.00,       0,          0.00,       0,          0.00,          0.00,          0.00,       0,          0.00
     485,   J0,    -361,         -1.00,          6.00,         13.00,     444,         10.32,    -366,         -5.00,          1.00,          7.00,     432,          9.51
     486,  JB0,    -310,        -14.00,         -8.00,         -1.00,     217,          9.99,    -303,         -7.00,         -1.00,          5.00,     224,          9.29
     487,  JO0,    -273,          7.00,         14.00,         21.00,     170,         10.73,    -281,         -3.00,          3.00,          9.00,     164,          9.98
     488,   B0,    -348,        -14.00,         -8.00,         -2.00,     272,         10.10,    -345,         -8.00,         -2.00,          4.00,     274,          9.36
     489,   O0,    -185,          5.00,         12.00,         18.00,     293,         10.48,    -193,         -4.00,          2.00,          8.00,     285,          9.70
     490,   A0,    -426,        -59.00,        -35.00,        -20.00,     620,         34.94,    -414,        -45.00,        -21.00,         -7.00,     638,         34.56
     491,   O0,    -151,         20.00,         35.00,         59.00,     396,         35.09,    -164,          7.00,         21.00,         45.00,     383,         34.88
     492,   T0,    -451,        -66.00,        -38.00,        -21.00,     249,         38.12,    -437,        -52.00,        -24.00,         -8.00,     248,         37.75
     493,   O0,    -267,         23.00,         42.00,         73.00,     455,         41.66,    -272,          9.00,         28.00,         59.00,     440,         41.34
     494,   A0,    -360,        -27.00,        -17.00,         -9.00,     208,         19.30,    -349,        -15.00,         -6.00,          2.00,     219,         18.80
     495,   O0,    -314,         12.00,         21.00,         31.00,     343,         20.19,    -328,          0.00,          8.00,         17.00,     332,         19.75
     496,   G0,    -365,        -63.00,        -36.00,        -19.00,     276,         34.25,    -351,        -50.00,        -24.00,         -8.00,     291,         33.97
     497,   O0,    -176,         16.00,         33.00,         61.00,     370,         35.09,    -176,          8.00,         25.00,         52.00,     360,         34.81
     498,   A0,    -422,        -27.00,        -17.00,         -9.00,     223,         20.14,    -412,        -15.00,         -6.00,          2.00,     231,         19.70
     499,   O0,    -130,         11.00,         20.00,         31.00,     387,         21.72,    -128,          1.00,          9.00,         20.00,     380,         21.31
     500,   T0,    -385,        -47.00,        -30.00,        -18.00,     315,         29.11,    -372,        -32.00,        -15.00,         -4.00,     328,         28.67
     501,   O0,    -148,         17.00,         30.00,         48.00,     388,         30.89,    -159,          5.00,         17.00,         35.00,     375,         30.53
     502,   C0,    -409,        -85.00,        -46.00,        -23.00,     284,         42.56,    -398,        -74.00,        -35.00,        -12.00,     298,         42.38
     503,   O0,    -139,         25.00,         50.00,         92.00,     419,         45.62,    -156,         13.00,         38.00,         80.00,     413,         45.44
     504,   G0,    -348,        -51.00,        -31.00,        -18.00,     217,         28.95,    -333,        -37.00,        -18.00,         -5.00,     224,         28.59
     505,   O0,    -193,         13.00,         27.00,         47.00,     379,         29.88,    -198,          6.00,         19.00,         39.00,     370,         29.55
     506,   C0,    -356,        -26.00,        -16.00,         -7.00,     221,         19.08,    -349,        -16.00,         -7.00,          1.00,     221,         18.64
     507,   O0,    -584,         10.00,         19.00,         30.00,     371,         21.36,    -615,          1.00,          9.00,         20.00,     362,         20.97
     508,   A0,    -449,        -62.00,        -36.00,        -20.00,     596,         35.19,    -434,        -49.00,        -23.00,         -7.00,     611,         34.84
     509,   O0,    -294,         18.00,         33.00,         59.00,     376,         34.88,    -299,          7.00,         23.00,         48.00,     367,         34.66
     510,   T0,    -430,        -76.00,        -45.00,        -26.00,     412,         39.91,    -415,        -59.00,        -28.00,         -9.00,     432,         39.56
     511,   O0,    -193,         24.00,         46.00,         82.00,     463,         43.97,    -206,         11.00,         33.00,         68.00,     445,         43.66
     512,   G0,    -361,        -51.00,        -29.00,        -16.00,     168,         30.08,    -355,        -40.00,        -18.00,         -5.00,     180,         29.77
     513,   O0,    -266,         15.00,         29.00,         51.00,     356,         31.22,    -274,          6.00,         20.00,         42.00,     344,         30.92
     514,   A0,    -337,        -40.00,        -25.00,        -14.00,     186,         26.20,    -325,        -27.00,        -12.00,         -2.00,     194,         25.86
     515,   O0,    -469,         13.00,         24.00,         39.00,     342,         27.11,    -479,          3.00,         14.00,         29.00,     335,         26.77
     516,   C0,    -405,        -69.00,        -37.00,        -18.00,     453,         37.53,    -397,        -60.00,        -28.00,         -9.00,     460,         37.25
     517,   O0,    -277,         20.00,         40.00,         75.00,     438,         40.56,    -287,         10.00,         31.00,         66.00,     433,         40.31
     518,   G0,    -374,        -40.00,        -26.00,        -16.00,     376,         23.45,    -365,        -27.00,        -13.00,         -3.00,     394,         23.06
     519,   O0,    -487,         14.00,         25.00,         40.00,     366,         24.48,    -496,          3.00,         14.00,         28.00,     362,         24.14
     520,   A0,    -334,        -40.00,        -25.00,        -15.00,     482,         24.50,    -324,        -27.00,        -13.00,         -3.00,     494,         24.09
     521,   O0,    -337,         13.00,         24.00,         38.00,     343,         24.92,    -345,          3.00,         13.00,         27.00,     326,         24.56
     522,   B0,    -329,        -17.00,        -10.00,         -3.00,     247,         10.44,    -321,         -7.00,         -1.00,          5.00,     261,          9.59
     523,   O0,    -318,          0.00,          7.00,         13.00,     218,         10.30,    -327,         -5.00,          1.00,          7.00,     207,          9.62
     524,   T0,    -418,        -90.00,        -53.00,        -30.00,     408,         43.72,    -403,        -72.00,        -35.00,        -12.00,     408,         43.31
     525,   O0,    -516,         26.00,         49.00,         87.00,     418,         44.69,    -532,         12.00,         34.00,         72.00,     402,         44.38
     526,   C0,    -352,        -45.00,        -25.00,        -13.00,     506,         28.75,    -346,        -37.00,        -17.00,         -5.00,     515,         28.44
     527,   O0,    -248,         14.00,         28.00,         51.00,     382,         31.78,    -249,          6.00,         20.00,         43.00,     375,         31.50
     528,   G0,    -479,        -57.00,        -34.00,        -19.00,     203,         30.30,    -473,        -44.00,        -21.00,         -7.00,     209,         29.92
     529,   O0,    -205,         20.00,         35.00,         59.00,     354,         31.28,    -218,          7.00,         22.00,         46.00,     350,         30.97
     530,   C0,    -294,        -25.00,        -15.00,         -6.00,     185,         18.97,    -289,        -17.00,         -7.00,          1.00,     192,         18.55
     531,   O0,    -211,         15.00,         25.00,         37.00,     336,         22.00,    -228,          2.00,         11.00,         23.00,     328,         21.62
     532,   A0,    -341,        -63.00,        -37.00,        -21.00,     220,         33.97,    -332,        -49.00,        -23.00,         -7.00,     234,         33.69
     533,   O0,    -261,         22.00,         39.00,         65.00,     356,         34.72,    -283,          8.00,         24.00,         50.00,     344,         34.47
     534,   T0,    -405,        -65.00,        -38.00,        -21.00,     278,         35.44,    -395,        -51.00,        -24.00,         -8.00,     288,         35.06
     535,   O0,    -365,         24.00,         45.00,         78.00,     404,         40.84,    -377,         11.00,         31.00,         64.00,     389,         40.53
     536,   A0,    -308,        -26.00,        -17.00,         -9.00,     378,         17.50,    -302,        -13.00,         -4.00,          3.00,     388,         16.97
     537,   O0,    -246,         12.00,         21.00,         31.00,     317,         19.59,    -250,          1.00,         10.00,         20.00,     303,         19.12
     538,   T0,    -328,        -25.00,        -17.00,         -9.00,     359,         15.18,    -321,        -12.00,         -5.00,          2.00,     378,         14.52
     539,   O0,    -225,         11.00,         19.00,         28.00,     355,         16.39,    -240,         -1.00,          6.00,         14.00,     338,         15.75
     540,   C0,    -337,        -45.00,        -23.00,         -9.00,     233,         30.27,    -331,        -42.00,        -20.00,         -7.00,     230,         29.92
     541,   O0,    -231,         14.00,         28.00,         50.00,     351,         30.78,    -244,          6.00,         19.00,         41.00,     342,         30.48
     542,   G0,    -365,        -69.00,        -39.00,        -20.00,     191,         34.88,    -355,        -57.00,        -28.00,         -9.00,     206,         34.59
     543,   O0,    -269,         19.00,         39.00,         70.00,     349,         36.09,    -281,         10.00,         29.00,         60.00,     341,         35.84
     544,   T0,    -354,        -41.00,        -25.00,        -14.00,     296,         25.98,    -346,        -29.00,        -13.00,         -3.00,     307,         25.55
     545,   O0,    -251,         19.00,         32.00,         50.00,     365,         28.89,    -264,          5.00,         17.00,         35.00,     353,         28.50
     546,   C0,    -317,        -42.00,        -25.00,        -14.00,     314,         25.42,    -307,        -32.00,        -15.00,         -4.00,     325,         25.12
     547,   O0,    -245,         17.00,         31.00,         50.00,     395,         28.56,    -262,          6.00,         19.00,         38.00,     382,         28.31
     548,   A0,    -374,        -64.00,        -38.00,        -22.00,     241,         33.59,    -358,        -49.00,        -23.00,         -7.00,     255,         33.31
     549,   O0,    -272,         21.00,         38.00,         64.00,     369,         33.97,    -289,          8.00,         24.00,         50.00,     361,         33.75
     550,   G0,    -297,        -42.00,        -24.00,        -12.00,     284,         25.97,    -289,        -33.00,        -15.00,         -4.00,     298,         25.61
     551,   O0,    -449,         14.00,         28.00,         48.00,     306,         27.94,    -455,          6.00,         19.00,         38.00,     296,         27.61
     552,   T0,    -407,        -56.00,        -33.00,        -18.00,     245,         32.22,    -383,        -45.00,        -22.00,         -7.00,     263,         31.83
     553,   O0,    -189,         21.00,         37.00,         63.00,     424,         34.75,    -201,          8.00,         25.00,         50.00,     396,         34.41
     554,   G0,    -281,        -24.00,        -14.00,         -6.00,     251,         16.95,    -274,        -16.00,         -7.00,          1.00,     255,         16.42
     555,   O0,    -300,          5.00,         14.00,         24.00,     254,         17.83,    -305,          0.00,          8.00,         18.00,     248,         17.28
     556,   C0,    -467,        -59.00,        -33.00,        -16.00,     284,         32.50,    -461,        -51.00,        -25.00,         -8.00,     292,         32.22
     557,   O0,    -252,         16.00,         35.00,         64.00,     367,         35.28,    -263,          9.00,         27.00,         56.00,     357,         35.06
     558,   B0,    -510,        -12.00,         -5.00,          1.00,     185,         10.30,    -496,         -6.00,          0.00,          6.00,     185,          9.44
     559,   O0,    -456,          2.00,          9.00,         15.00,     454,         10.39,    -462,         -5.00,          1.00,          8.00,     444,          9.65
     560,   B0,    -234,        -15.00,         -8.00,         -2.00,     425,         10.18,    -230,         -8.00,         -2.00,          4.00,     432,          9.42
     561,   O0,    -192,         -1.00,          6.00,         12.00,     280,         10.38,    -197,         -5.00,          1.00,          8.00,     271,          9.62
     562,   A0,    -321,        -58.00,        -34.00,        -18.00,     497,         32.44,    -316,        -47.00,        -23.00,         -8.00,     502,         32.00
     563,   O0,    -290,         14.00,         29.00,         53.00,     325,         31.98,    -295,          7.00,         22.00,         46.00,     316,         31.72
     564,   G0,    -294,        -33.00,        -18.00,         -8.00,     353,         22.38,    -285,        -26.00,        -12.00,         -2.00,     356,         21.95
     565,   O0,    -312,         13.00,         24.00,         40.00,     290,         24.39,    -320,          4.00,         15.00,         31.00,     278,         24.00
     566,   T0,    -373,        -67.00,        -39.00,        -22.00,     302,         34.88,    -362,        -53.00,        -26.00,         -8.00,     316,         34.47
     567,   O0,    -189,         24.00,         43.00,         72.00,     407,         37.25,    -206,          9.00,         28.00,         57.00,     388,         36.97
     568,   G0,    -286,        -29.00,        -18.00,         -9.00,     229,         18.09,    -281,        -18.00,         -8.00,          0.00,     239,         17.56
     569,   O0,    -274,          6.00,         15.00,         26.00,     408,         18.77,    -282,          1.00,          9.00,         20.00,     400,         18.28
     570,   A0,    -336,        -41.00,        -25.00,        -14.00,     297,         24.45,    -328,        -29.00,        -14.00,         -3.00,     310,         24.05
     571,   O0,    -216,         13.00,         24.00,         40.00,     321,         24.77,    -220,          3.00,         14.00,         29.00,     311,         24.42
     572,   C0,    -346,        -71.00,        -39.00,        -19.00,     180,         35.84,    -335,        -61.00,        -30.00,        -10.00,     189,         35.62
     573,   O0,    -180,         21.00,         42.00,         76.00,     368,         38.38,    -190,         11.00,         32.00,         66.00,     356,         38.12
     574,   T0,    -374,        -50.00,        -30.00,        -17.00,     505,         28.78,    -359,        -37.00,        -18.00,         -5.00,     505,         28.38
     575,   O0,    -171,         18.00,         33.00,         54.00,     379,         30.98,    -185,          6.00,         20.00,         41.00,     370,         30.62
     576,   G0,    -284,        -53.00,        -33.00,        -19.00,     308,         27.12,    -272,        -40.00,        -19.00,         -6.00,     318,         26.75
     577,   O0,    -218,         16.00,         30.00,         51.00,     328,         27.86,    -225,          6.00,         20.00,         41.00,     325,         27.55
     578,   A0,    -309,        -48.00,        -28.00,        -15.00,     174,         27.53,    -295,        -37.00,        -18.00,         -5.00,     188,         27.19
     579,   O0,    -159,         16.00,         30.00,         51.00,     317,         28.66,    -175,          6.00,         20.00,         40.00,     305,         28.36
     580,   T0,    -319,        -44.00,        -28.00,        -16.00,     420,         25.17,    -299,        -31.00,        -15.00,         -4.00,     434,         24.75
     581,   O0,    -176,         17.00,         30.00,         49.00,     325,         27.83,    -191,          5.00,         18.00,         37.00,     310,         27.42
     582,   C0,    -395,        -58.00,        -32.00,        -16.00,     214,         31.12,    -382,        -50.00,        -25.00,         -8.00,     223,         30.78
     583,   O0,    -357,         17.00,         35.00,         63.00,     468,         33.78,    -359,          9.00,         27.00,         55.00,     461,         33.53
     584,   G0,    -278,        -48.00,        -29.00,        -15.00,     301,         25.56,    -271,        -37.00,        -18.00,         -5.00,     313,         25.19
     585,   O0,    -382,         14.00,         27.00,         47.00,     427,         26.17,    -389,          6.00,         19.00,         38.00,     428,         25.83
     586,   T0,    -347,        -41.00,        -26.00,        -15.00,     420,         23.69,    -336,        -28.00,        -14.00,         -3.00,     432,         23.27
     587,   O0,    -160,         16.00,         28.00,         45.00,     345,         26.12,    -177,          5.00,         17.00,         33.00,     338,         25.73
     588,   C0,    -344,        -33.00,        -20.00,        -10.00,     328,         20.33,    -336,        -24.00,        -12.00,         -2.00,     339,         19.91
     589,   O0,    -236,         10.00,         21.00,         34.00,     318,         21.80,    -250,          3.00,         13.00,         26.00,     310,         21.42
     590,   A0,    -343,        -65.00,        -38.00,        -20.00,     271,         33.31,    -329,        -52.00,        -25.00,         -8.00,     286,         33.00
     591,   O0,    -343,         18.00,         36.00,         62.00,     315,         33.22,    -351,          8.00,         25.00,         52.00,     303,         32.94
     592,   T0,    -311,        -43.00,        -27.00,        -16.00,     391,         24.52,    -298,        -30.00,        -14.00,         -3.00,     400,         24.09
     593,   O0,    -244,         18.00,         31.00,         49.00,     327,         27.42,    -259,          5.00,         18.00,         36.00,     308,         27.09
     594,   B0,    -281,        -14.00,         -7.00,          0.00,     183,         10.43,    -261,         -7.00,         -1.00,          5.00,     198,          9.48
     595,   O0,    -310,         -1.00,          6.00,         13.00,     192,         10.34,    -315,         -5.00,          1.00,          7.00,     183,          9.62
     596,   C0,    -292,        -37.00,        -22.00,        -12.00,     402,         22.20,    -281,        -27.00,        -13.00,         -3.00,     410,         21.77
     597,   O0,    -313,          9.00,         20.00,         35.00,     303,         23.53,    -317,          3.00,         14.00,         29.00,     300,         23.16
     598,   A0,    -283,        -28.00,        -18.00,         -9.00,     170,         18.41,    -279,        -19.00,         -9.00,          0.00,     179,         17.86
     599,   O0,    -285,         12.00,         21.00,         32.00,     382,         18.81,    -292,          1.00,          9.00,         19.00,     369,         18.36
     600,   G0,    -317,        -70.00,        -41.00,        -22.00,     270,         33.16,    -299,        -57.00,        -28.00,         -9.00,     285,         32.84
     601,   O0,    -168,         19.00,         38.00,         67.00,     292,         33.56,    -176,          9.00,         28.00,         58.00,     287,         33.34
     602,   C0,    -294,        -34.00,        -19.00,         -9.00,     243,         22.48,    -290,        -27.00,        -13.00,         -3.00,     249,         22.16
     603,   O0,    -230,         12.00,         25.00,         42.00,     302,         25.84,    -239,          5.00,         17.00,         34.00,     293,         25.52
     604,   T0,    -349,        -62.00,        -38.00,        -23.00,     214,         31.27,    -342,        -46.00,        -22.00,         -7.00,     241,         30.89
     605,   O0,    -184,         19.00,         35.00,         59.00,     350,         32.50,    -197,          7.00,         23.00,         47.00,     340,         32.19
     606,   A0,    -302,        -49.00,        -30.00,        -16.00,     333,         27.62,    -294,        -38.00,        -19.00,         -6.00,     346,         27.28
     607,   O0,    -227,         16.00,         30.00,         49.00,     305,         27.73,    -236,          6.00,         19.00,         38.00,     292,         27.42
     608,   G0,    -275,        -43.00,        -26.00,        -14.00,     247,         24.08,    -266,        -33.00,        -16.00,         -4.00,     254,         23.69
     609,   O0,    -395,         11.00,         24.00,         42.00,     272,         25.14,    -398,          5.00,         17.00,         35.00,     267,         24.78
     610,   C0,    -327,        -44.00,        -25.00,        -12.00,     350,         25.84,    -315,        -37.00,        -18.00,         -5.00,     358,         25.52
     611,   O0,    -257,         13.00,         29.00,         51.00,     340,         29.23,    -259,          7.00,         22.00,         44.00,     328,         28.92
     612,   A0,    -281,        -37.00,        -23.00,        -13.00,     206,         21.23,    -273,        -26.00,        -13.00,         -3.00,     220,         20.77
     613,   O0,    -339,         12.00,         23.00,         37.00,     288,         22.14,    -351,          3.00,         14.00,         28.00,     276,         21.72
     614,   T0,    -326,        -65.00,        -38.00,        -21.00,     303,         33.38,    -318,        -52.00,        -26.00,         -8.00,     318,         32.94
     615,   O0,    -274,         22.00,         41.00,         70.00,     330,         36.00,    -288,         10.00,         29.00,         58.00,     318,         35.69
     616,   C0,    -489,        -27.00,        -15.00,         -6.00,     264,         19.20,    -481,        -21.00,        -10.00,         -1.00,     262,         18.78
     617,   O0,    -352,          8.00,         18.00,         31.00,     273,         21.00,    -356,          2.00,         12.00,         25.00,     263,         20.55
     618,   G0,    -300,        -58.00,        -34.00,        -19.00,     394,         28.61,    -292,        -46.00,        -23.00,         -7.00,     407,         28.22
     619,   O0,    -281,         15.00,         31.00,         54.00,     379,         29.05,    -287,          7.00,         23.00,         46.00,     377,         28.73
     620,   A0,    -406,        -43.00,        -26.00,        -14.00,     334,         24.98,    -403,        -32.00,        -15.00,         -4.00,     344,         24.62
     621,   O0,    -408,         14.00,         26.00,         44.00,     276,         26.11,    -414,          5.00,         17.00,         35.00,     269,         25.78
     622,   C0,    -413,        -34.00,        -19.00,         -8.00,     311,         22.62,    -410,        -29.00,        -14.00,         -3.00,     311,         22.30
     623,   O0,    -415,         10.00,         22.00,         40.00,     302,         25.55,    -430,          5.00,         17.00,         35.00,     274,         25.22
     624,   T0,    -488,        -64.00,        -38.00,        -21.00,     365,         32.22,    -475,        -50.00,        -25.00,         -8.00,     367,         31.83
     625,   O0,    -399,         20.00,         38.00,         65.00,     331,         34.00,    -411,          9.00,         26.00,         53.00,     319,         33.66
     626,   G0,    -425,        -44.00,        -26.00,        -14.00,     397,         24.02,    -410,        -35.00,        -17.00,         -5.00,     399,         23.64
     627,   O0,    -306,         12.00,         26.00,         44.00,     485,         25.16,    -324,          6.00,         18.00,         37.00,     480,         24.83
     628,   C0,    -292,        -35.00,        -20.00,         -9.00,     312,         21.61,    -285,        -29.00,        -14.00,         -3.00,     324,         21.25
     629,   O0,    -181,         11.00,         24.00,         40.00,     315,         23.78,    -191,          5.00,         16.00,         33.00,     307,         23.42
     630,   B0,    -398,        -12.00,         -6.00,          1.00,     302,         10.22,    -399,         -7.00,         -1.00,          5.00,     317,          9.44
     631,   O0,    -250,          0.00,          7.00,         14.00,     266,         10.40,    -257,         -5.00,          1.00,          7.00,     261,          9.65
     632,   X0,    -221,        -14.00,         -7.00,          0.00,     138,         10.36,    -223,         -8.00,         -2.00,          4.00,     147,          9.59
     633,   Z0,       0,          0.00,          0.00,          0.00,       0,          0.00,       0,          0.00,          0.00,          0.00,       0,          0.00
     634,   J0,    -185,         -1.00,          6.00,         12.00,     185,         10.29,    -193,         -5.00,          1.00,          7.00,     185,          9.49
     635,  JB0,    -229,        -13.00,         -6.00,          0.00,     184,         10.05,    -214,         -7.00,         -1.00,          5.00,     190,          9.32
     636,  JO0,    -361,          7.00,         14.00,         21.00,     304,         10.79,    -384,         -4.00,          2.00,          9.00,     278,          9.88
     637,   B0,    -271,        -13.00,         -7.00,          0.00,     205,         10.06,    -262,         -7.00,         -1.00,          5.00,     211,          9.33
     638,   O0,    -248,          1.00,          8.00,         15.00,     195,         10.40,    -257,         -5.00,          2.00,          8.00,     192,          9.66
     639,   A0,    -280,        -55.00,        -33.00,        -18.00,     394,         28.56,    -270,        -43.00,        -22.00,         -7.00,     405,         28.12
     640,   O0,    -247,         19.00,         34.00,         56.00,     298,         28.94,    -255,          7.00,         22.00,         44.00,     284,         28.66
     641,   T0,    -294,        -51.00,        -31.00,        -17.00,     241,         27.73,    -286,        -40.00,        -20.00,         -6.00,     244,         27.28
     642,   O0,    -228,         20.00,         36.00,         60.00,     315,         30.98,    -238,          8.00,         24.00,         47.00,     298,         30.61
     643,   G0,    -247,        -44.00,        -26.00,        -14.00,     212,         23.23,    -236,        -34.00,        -17.00,         -5.00,     225,         22.80
     644,   O0,    -281,         14.00,         27.00,         45.00,     393,         24.34,    -295,          5.00,         18.00,         36.00,     388,         23.98
